id,y,year,stage,match,gameday,time,home,away,stadium,tv,address,capa,absorp
14102,16657,2012,Ｊ１,第１３節第１日,05/25(金),19:33,名古屋グランパス,セレッソ大阪,豊田スタジアム,スカパー／ｅ２／スカパー光,愛知県豊田市千石町7-2,40000,0.5255
14103,8218,2012,Ｊ１,第１３節第１日,05/25(金),19:03,ガンバ大阪,サガン鳥栖,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14104,6870,2012,Ｊ１,第１３節第２日,05/26(土),14:04,コンサドーレ札幌,サンフレッチェ広島,札幌厚別公園競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,北海道札幌市厚別区上野幌3条1-2-1,19620,0.4026357943789137
14105,16058,2012,Ｊ１,第１３節第２日,05/26(土),14:04,川崎フロンターレ,ベガルタ仙台,等々力陸上競技場,スカパー／ｅ２／スカパー光,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14106,16556,2012,Ｊ１,第１３節第２日,05/26(土),14:04,清水エスパルス,横浜Ｆ・マリノス,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ静岡,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14107,10752,2012,Ｊ１,第１３節第２日,05/26(土),16:03,ジュビロ磐田,大宮アルディージャ,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,静岡県磐田市新貝2500,15165,0.7567117265633587
14108,22766,2012,Ｊ１,第１３節第２日,05/26(土),17:04,ヴィッセル神戸,鹿島アントラーズ,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14109,12931,2012,Ｊ１,第１３節第２日,05/26(土),18:34,柏レイソル,アルビレックス新潟,日立柏サッカー場,スカパー／ｅ２／スカパー光,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14110,33836,2012,Ｊ１,第１３節第２日,05/26(土),19:04,ＦＣ東京,浦和レッズ,味の素スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14111,13554,2012,Ｊ１,第１４節第１日,06/16(土),13:33,ベガルタ仙台,コンサドーレ札幌,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ミヤギテレビ,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14112,15010,2012,Ｊ１,第１４節第１日,06/16(土),18:34,鹿島アントラーズ,名古屋グランパス,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14113,9025,2012,Ｊ１,第１４節第１日,06/16(土),19:03,大宮アルディージャ,柏レイソル,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレ玉,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14114,23273,2012,Ｊ１,第１４節第１日,06/16(土),19:04,横浜Ｆ・マリノス,ＦＣ東京,日産スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14115,23797,2012,Ｊ１,第１４節第１日,06/16(土),19:03,アルビレックス新潟,清水エスパルス,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14116,10612,2012,Ｊ１,第１４節第１日,06/16(土),19:05,ジュビロ磐田,ヴィッセル神戸,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光,静岡県磐田市新貝2500,15165,0.7567117265633587
14117,14977,2012,Ｊ１,第１４節第１日,06/16(土),19:03,ガンバ大阪,浦和レッズ,万博記念競技場,スカパー／ｅ２／スカパー光,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14118,11538,2012,Ｊ１,第１４節第１日,06/16(土),19:04,セレッソ大阪,サンフレッチェ広島,キンチョウスタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,大阪府大阪市東住吉区長居公園1-1,19628,0.6059479037367768
14119,9603,2012,Ｊ１,第１４節第１日,06/16(土),19:04,サガン鳥栖,川崎フロンターレ,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光,佐賀県鳥栖市京町812,24490,0.520346497112524
14120,14759,2012,Ｊ１,第１５節第１日,06/23(土),14:03,コンサドーレ札幌,ガンバ大阪,札幌ドーム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ札幌,北海道札幌市豊平区羊ヶ丘1,39232,0.3793918230016313
14121,22685,2012,Ｊ１,第１５節第１日,06/23(土),18:04,ＦＣ東京,セレッソ大阪,味の素スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14122,17696,2012,Ｊ１,第１５節第１日,06/23(土),18:04,清水エスパルス,サガン鳥栖,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14123,13987,2012,Ｊ１,第１５節第１日,06/23(土),18:35,柏レイソル,鹿島アントラーズ,日立柏サッカー場,スカパー／ｅ２／スカパー光,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14124,15304,2012,Ｊ１,第１５節第１日,06/23(土),18:35,サンフレッチェ広島,大宮アルディージャ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14125,39545,2012,Ｊ１,第１５節第１日,06/23(土),19:04,浦和レッズ,ベガルタ仙台,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14126,20590,2012,Ｊ１,第１５節第１日,06/23(土),19:04,川崎フロンターレ,横浜Ｆ・マリノス,等々力陸上競技場,スカパー／ｅ２／スカパー光,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14127,16862,2012,Ｊ１,第１５節第１日,06/23(土),19:03,名古屋グランパス,ジュビロ磐田,名古屋市瑞穂陸上競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／東海テレビ（録）,愛知県名古屋市瑞穂区山下通5-1,20000,0.640325
14128,16727,2012,Ｊ１,第１５節第１日,06/23(土),19:04,ヴィッセル神戸,アルビレックス新潟,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14129,26133,2012,Ｊ１,第１６節第１日,06/30(土),18:03,横浜Ｆ・マリノス,名古屋グランパス,日産スタジアム,スカパー／ｅ２／スカパー光,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14130,18722,2012,Ｊ１,第１６節第１日,06/30(土),18:34,ベガルタ仙台,サンフレッチェ広島,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14131,12147,2012,Ｊ１,第１６節第１日,06/30(土),19:03,大宮アルディージャ,清水エスパルス,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光／テレ玉,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14132,18056,2012,Ｊ１,第１６節第１日,06/30(土),19:04,川崎フロンターレ,ヴィッセル神戸,等々力陸上競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14133,35506,2012,Ｊ１,第１６節第１日,06/30(土),19:03,アルビレックス新潟,鹿島アントラーズ,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14134,13923,2012,Ｊ１,第１６節第１日,06/30(土),19:03,ジュビロ磐田,ＦＣ東京,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光,静岡県磐田市新貝2500,15165,0.7567117265633587
14135,14006,2012,Ｊ１,第１６節第１日,06/30(土),19:04,ガンバ大阪,柏レイソル,万博記念競技場,スカパー／ｅ２／スカパー光,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14136,36723,2012,Ｊ１,第１６節第１日,06/30(土),19:03,セレッソ大阪,浦和レッズ,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレビ大阪,大阪府大阪市東住吉区長居公園1-1,47816,0.5461735262952429
14137,10345,2012,Ｊ１,第１６節第１日,06/30(土),19:03,サガン鳥栖,コンサドーレ札幌,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,佐賀県鳥栖市京町812,24490,0.520346497112524
14138,7673,2012,Ｊ１,第１７節第１日,07/07(土),14:03,コンサドーレ札幌,アルビレックス新潟,札幌厚別公園競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,北海道札幌市厚別区上野幌3条1-2-1,19620,0.4026357943789137
14139,30047,2012,Ｊ１,第１７節第１日,07/07(土),18:03,浦和レッズ,サガン鳥栖,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14140,14133,2012,Ｊ１,第１７節第１日,07/07(土),18:04,清水エスパルス,川崎フロンターレ,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14141,12787,2012,Ｊ１,第１７節第１日,07/07(土),18:34,鹿島アントラーズ,大宮アルディージャ,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14142,24633,2012,Ｊ１,第１７節第１日,07/07(土),18:35,ＦＣ東京,ガンバ大阪,味の素スタジアム,スカパー／ｅ２／スカパー光,東京都調布市西町376-3,49970,0.477073744246548
14143,25459,2012,Ｊ１,第１７節第１日,07/07(土),19:04,柏レイソル,名古屋グランパス,国立競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,東京都新宿区霞ヶ丘町10,54224,0.475481336677486
14144,9751,2012,Ｊ１,第１７節第１日,07/07(土),19:03,横浜Ｆ・マリノス,セレッソ大阪,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.622147448341314
14145,15062,2012,Ｊ１,第１７節第１日,07/07(土),19:05,ヴィッセル神戸,ベガルタ仙台,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14146,12769,2012,Ｊ１,第１７節第１日,07/07(土),19:05,サンフレッチェ広島,ジュビロ磐田,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14147,14092,2012,Ｊ１,第１８節第１日,07/14(土),18:03,清水エスパルス,柏レイソル,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14148,9635,2012,Ｊ１,第１８節第１日,07/14(土),19:03,大宮アルディージャ,ヴィッセル神戸,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14149,33998,2012,Ｊ１,第１８節第１日,07/14(土),19:03,アルビレックス新潟,浦和レッズ,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14150,11367,2012,Ｊ１,第１８節第１日,07/14(土),19:05,ジュビロ磐田,コンサドーレ札幌,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光,静岡県磐田市新貝2500,15165,0.7567117265633587
14151,24397,2012,Ｊ１,第１８節第１日,07/14(土),19:03,名古屋グランパス,ベガルタ仙台,豊田スタジアム,スカパー／ｅ２／スカパー光,愛知県豊田市千石町7-2,40000,0.5255
14152,14966,2012,Ｊ１,第１８節第１日,07/14(土),19:03,ガンバ大阪,横浜Ｆ・マリノス,万博記念競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14153,26534,2012,Ｊ１,第１８節第１日,07/14(土),19:04,セレッソ大阪,鹿島アントラーズ,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,大阪府大阪市東住吉区長居公園1-1,47816,0.5461735262952429
14154,11585,2012,Ｊ１,第１８節第１日,07/14(土),19:04,サンフレッチェ広島,川崎フロンターレ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14155,13891,2012,Ｊ１,第１８節第１日,07/14(土),19:04,サガン鳥栖,ＦＣ東京,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光,佐賀県鳥栖市京町812,24490,0.520346497112524
14156,8360,2012,Ｊ１,第１９節第１日,07/28(土),16:04,コンサドーレ札幌,名古屋グランパス,札幌厚別公園競技場,スカパー／ｅ２／スカパー光,北海道札幌市厚別区上野幌3条1-2-1,19620,0.4026357943789137
14157,28142,2012,Ｊ１,第１９節第１日,07/28(土),18:03,浦和レッズ,ジュビロ磐田,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14158,14611,2012,Ｊ１,第１９節第１日,07/28(土),18:34,ベガルタ仙台,サガン鳥栖,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14159,15496,2012,Ｊ１,第１９節第１日,07/28(土),18:34,鹿島アントラーズ,サンフレッチェ広島,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14160,23430,2012,Ｊ１,第１９節第１日,07/28(土),18:34,ＦＣ東京,アルビレックス新潟,味の素スタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14161,11844,2012,Ｊ１,第１９節第１日,07/28(土),19:05,柏レイソル,セレッソ大阪,日立柏サッカー場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14162,14716,2012,Ｊ１,第１９節第１日,07/28(土),19:03,川崎フロンターレ,大宮アルディージャ,等々力陸上競技場,スカパー／ｅ２／スカパー光,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14163,24187,2012,Ｊ１,第１９節第１日,07/28(土),19:04,横浜Ｆ・マリノス,清水エスパルス,日産スタジアム,スカパー／ｅ２／スカパー光,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
